0,-0.298742
0.0276454,-0.574937
0.0529075,-0.91538
0.0762631,-1.2494
0.0915157,-1.5963
0.117255,-1.93674
0.142993,-2.20008
0.165872,-2.43131
0.192088,-2.45052
0.21449,-2.34767
0.240229,-2.11631
0.264538,-1.78859
0.285033,-1.40948
0.302193,-1.08821
0.318875,-0.799052
0.335558,-0.49705
0.35081,-0.233599
0.371783,0.0362911
0.397045,0.139151
0.419924,0.0942369
0.447092,-0.0920088
0.482841,-0.419575
0.50572,-0.689352
0.533842,-0.920568
0.56244,-0.91407
0.589133,-0.676289
0.609152,-0.464223
0.624881,-0.181497
0.640133,0.133351
0.659199,0.570277
0.669685,0.910812
0.687798,1.27706
0.704957,1.82963
0.716397,2.18302
0.734032,2.61352
0.749285,3.06328
0.767874,3.44238
0.787417,3.80864
0.804576,4.00143
0.820305,4.09784
0.84938,3.98869
0.870829,3.64181
0.893232,3.08935
0.912297,2.53045
0.92469,2.04221
0.93756,1.65676
0.953765,1.09786
0.973785,0.526113
0.98999,-0.00709286
1.00906,-0.514593
1.04004,-1.43967
1.06387,-1.81866
1.08627,-2.10771
1.10963,-2.32609
1.1306,-2.30676
1.15682,-2.1782
1.17874,-1.97898
1.19495,-1.70268
1.2164,-1.45206
1.22974,-1.08582
1.24404,-0.738852
1.26168,-0.334053
1.2755,6.55E-05
1.2898,0.269938
1.31411,0.655481
1.33365,0.938217
1.3551,0.996094
1.38561,0.867679
1.40991,0.520809
1.43661,0.186795
1.45186,-0.153673
1.48284,-0.532649
1.50715,-0.873094
1.54099,-1.18782
1.57817,-1.18772
1.60248,-0.866425
1.62345,-0.583685
1.64156,-0.281679
1.65348,0.0588589
1.67684,0.534345
1.68923,0.996953
1.70591,1.3632
1.71354,1.72943
1.73165,2.12138
1.74309,2.57114
1.75262,2.88597
1.76644,3.18796
1.7836,3.38075
1.80458,3.59924
1.83413,3.52865
1.85653,3.1882
1.87512,2.82204
1.89228,2.39805
1.91277,1.77491
1.92517,1.38946
1.93804,0.926921
1.9571,0.502941
1.97664,-0.139475
1.99666,-0.589151
2.01621,-1.00028
2.04242,-1.36642
2.07007,-1.7454
2.09295,-1.84814
2.12297,-1.80309
2.14728,-1.51392
2.16587,-1.25688
2.2021,-0.84561
2.22593,-0.119561
2.24404,0.349487
2.26549,0.818543
2.28074,1.20406
2.29886,1.4611
2.32269,1.73099
2.34652,1.71178
2.3756,1.46772
2.39752,1.0052
2.4123,0.684002
2.4347,0.279305
2.45615,-0.221764
2.48141,-0.658577
2.50238,-1.05043
2.52622,-1.24311
2.54957,-1.35227
2.57531,-1.30723
2.602,-0.953801
2.62774,-0.600378
2.63918,-0.272691
2.65682,0.0935607
2.67159,0.491928
2.68923,0.922427
2.70067,1.37218
2.72307,1.80912
2.73785,2.19464
2.75786,2.62514
2.76787,2.85003
2.79314,2.99786
2.81602,3.00435
2.84414,2.59966
2.86082,2.23993
2.87989,1.8031
2.89371,1.23776
2.91659,0.942285
2.91897,0.505413
2.93708,0.0621576
2.95758,-0.413215
2.99523,-1.22263
3.01859,-1.58877
3.03956,-1.85856
3.07054,-1.88417
3.09199,-1.8263
3.11153,-1.56284
3.1449,-1.04878
3.16587,-0.637544
3.18351,-0.316265
3.19638,0.0307006
3.20496,0.339107
3.22784,0.769619
3.24309,1.15514
3.255,1.5792
3.26644,1.81694
3.29123,2.20248
3.31316,2.36958
3.33794,2.31825
3.36082,2.04205
3.37893,1.69516
3.40181,1.31616
3.41849,0.892177
3.43375,0.391092
3.46473,-0.270569
3.49094,-0.668831
3.51811,-1.11206
3.54576,-1.18909
3.56435,-1.19547
3.5858,-1.07334
3.60296,-0.777763
3.62583,-0.552841
3.63346,-0.212314
3.65253,0.0318729
3.66587,0.423812
3.67969,0.777204
3.69352,1.09205
3.70734,1.51611
3.72212,1.90806
3.73356,2.23574
3.74929,2.54417
3.76501,2.82047
3.78408,3.08393
3.80839,3.23176
3.83317,2.98126
3.85701,2.67294
3.87369,2.2618
3.89371,1.7543
3.91706,1.16972
3.93184,0.649359
3.95758,0.103328
3.97664,-0.359199
4.00667,-1.05941
4.03098,-1.39343
4.0572,-1.6118
4.08389,-1.74665
4.10486,-1.63095
4.13584,-1.39316
4.15443,-1.05903
4.1735,-0.686351
4.19161,-0.287975
4.21258,0.232477
4.22831,0.643696
4.24404,1.15129
4.25548,1.51752
4.27836,1.89664
4.29028,2.01231
4.31173,2.20511
4.3346,2.11522
4.35796,1.78762
4.37369,1.37648
4.39466,0.888261
4.41516,0.303669
4.43089,-0.133168
4.45949,-0.794836
4.47521,-1.20597
4.49714,-1.57855
4.52765,-1.81618
4.55624,-1.996
4.58103,-1.88672
4.61964,-1.53969
4.63918,-1.13488
4.65634,-0.781481
4.67159,-0.492331
4.68446,-0.0554206
4.69971,0.387921
4.71258,0.792708
4.72784,1.2489
4.74547,1.68582
4.76025,2.09061
4.77502,2.43758
4.79886,2.70748
4.82078,2.82961
4.85272,2.63695
4.87274,2.23867
4.89466,1.80827
4.92231,1.28152
4.9428,0.883245
4.97569,0.427178
5,0.25377
